0,color-contrast,3,22
0,landmark-one-main,2,0
0,link-name,2,38
0,page-has-heading-one,2,0
0,region,14,285
0,accesskeys,0,1
0,aria-allowed-attr,0,2
0,aria-allowed-role,0,6
0,aria-conditional-attr,0,2
0,aria-deprecated-role,0,4
0,aria-hidden-body,0,1
0,aria-hidden-focus,0,1
0,aria-prohibited-attr,0,2
0,aria-required-attr,0,4
0,aria-roles,0,4
0,aria-valid-attr-value,0,2
0,aria-valid-attr,0,2
0,avoid-inline-spacing,0,12
0,bypass,0,1
0,document-title,0,1
0,duplicate-id-aria,0,4
0,empty-heading,0,12
0,form-field-multiple-labels,0,1
0,frame-tested,0,1
0,frame-title-unique,0,1
0,frame-title,0,1
0,heading-order,0,12
0,html-has-lang,0,1
0,html-lang-valid,0,2
0,image-alt,0,9
0,image-redundant-alt,0,9
0,input-button-name,0,1
0,label-title-only,0,1
0,label,0,1
0,landmark-unique,0,1
0,list,0,5
0,listitem,0,31
0,meta-viewport-large,0,1
0,meta-viewport,0,1
0,nested-interactive,0,3
0,presentation-role-conflict,0,9
0,valid-lang,0,1
1,aria-required-attr,1,22
1,color-contrast,1,54
1,image-alt,1,5
1,input-button-name,1,0
1,label-title-only,1,0
1,landmark-unique,1,3
1,link-in-text-block,2,5
1,link-name,6,60
1,region,2,291
1,aria-allowed-attr,0,9
1,aria-allowed-role,0,47
1,aria-conditional-attr,0,9
1,aria-deprecated-role,0,23
1,aria-hidden-body,0,1
1,aria-hidden-focus,0,24
1,aria-prohibited-attr,0,9
1,aria-required-children,0,1
1,aria-required-parent,0,5
1,aria-roles,0,23
1,aria-valid-attr-value,0,9
1,aria-valid-attr,0,9
1,avoid-inline-spacing,0,11
1,button-name,0,7
1,bypass,0,1
1,document-title,0,1
1,duplicate-id-aria,0,5
1,empty-heading,0,11
1,form-field-multiple-labels,0,1
1,heading-order,0,11
1,html-has-lang,0,1
1,html-lang-valid,0,1
1,image-redundant-alt,0,6
1,label,0,1
1,landmark-banner-is-top-level,0,1
1,landmark-contentinfo-is-top-level,0,1
1,landmark-main-is-top-level,0,1
1,landmark-no-duplicate-banner,0,1
1,landmark-no-duplicate-contentinfo,0,1
1,landmark-no-duplicate-main,0,1
1,landmark-one-main,0,1
1,list,0,8
1,listitem,0,48
1,meta-viewport-large,0,1
1,meta-viewport,0,1
1,nested-interactive,0,14
1,page-has-heading-one,0,1
1,presentation-role-conflict,0,5
1,tabindex,0,10
2,html-has-lang,1,0
2,landmark-one-main,1,0
2,region,2,2
2,aria-hidden-body,0,1
2,color-contrast,0,2
2,document-title,0,1
2,empty-heading,0,1
2,heading-order,0,1
2,nested-interactive,0,1
2,page-has-heading-one,0,1
3,html-has-lang,1,0
3,landmark-one-main,1,0
3,region,2,2
3,aria-hidden-body,0,1
3,color-contrast,0,2
3,document-title,0,1
3,empty-heading,0,1
3,heading-order,0,1
3,nested-interactive,0,1
3,page-has-heading-one,0,1
4,aria-hidden-focus,4,0
4,image-alt,1,11
4,landmark-unique,1,4
4,link-name,1,56
4,aria-allowed-attr,0,8
4,aria-allowed-role,0,4
4,aria-conditional-attr,0,8
4,aria-deprecated-role,0,3
4,aria-dialog-name,0,1
4,aria-hidden-body,0,1
4,aria-prohibited-attr,0,7
4,aria-required-attr,0,3
4,aria-roles,0,3
4,aria-valid-attr-value,0,8
4,aria-valid-attr,0,8
4,avoid-inline-spacing,0,6
4,button-name,0,8
4,bypass,0,1
4,color-contrast,0,52
4,document-title,0,1
4,duplicate-id-aria,0,4
4,empty-heading,0,12
4,form-field-multiple-labels,0,2
4,heading-order,0,12
4,html-has-lang,0,1
4,html-lang-valid,0,1
4,image-redundant-alt,0,12
4,input-button-name,0,2
4,label-title-only,0,2
4,label,0,2
4,landmark-banner-is-top-level,0,1
4,landmark-contentinfo-is-top-level,0,1
4,landmark-main-is-top-level,0,1
4,landmark-no-duplicate-banner,0,1
4,landmark-no-duplicate-contentinfo,0,1
4,landmark-no-duplicate-main,0,1
4,landmark-one-main,0,1
4,list,0,9
4,listitem,0,44
4,meta-viewport-large,0,1
4,meta-viewport,0,1
4,nested-interactive,0,22
4,page-has-heading-one,0,1
4,region,0,343
4,tabindex,0,3
5,link-name,1,50
5,aria-allowed-attr,0,1
5,aria-allowed-role,0,14
5,aria-conditional-attr,0,1
5,aria-deprecated-role,0,14
5,aria-hidden-body,0,1
5,aria-prohibited-attr,0,1
5,aria-required-attr,0,14
5,aria-roles,0,14
5,aria-valid-attr-value,0,1
5,aria-valid-attr,0,1
5,avoid-inline-spacing,0,1
5,button-name,0,1
5,bypass,0,1
5,color-contrast,0,29
5,document-title,0,1
5,duplicate-id-aria,0,8
5,empty-heading,0,26
5,form-field-multiple-labels,0,1
5,heading-order,0,26
5,html-has-lang,0,1
5,html-lang-valid,0,1
5,image-alt,0,8
5,image-redundant-alt,0,8
5,label-title-only,0,1
5,label,0,1
5,landmark-banner-is-top-level,0,1
5,landmark-contentinfo-is-top-level,0,1
5,landmark-main-is-top-level,0,1
5,landmark-no-duplicate-banner,0,1
5,landmark-no-duplicate-contentinfo,0,1
5,landmark-no-duplicate-main,0,1
5,landmark-one-main,0,1
5,landmark-unique,0,3
5,list,0,9
5,listitem,0,28
5,meta-viewport-large,0,1
5,meta-viewport,0,1
5,nested-interactive,0,1
5,page-has-heading-one,0,1
5,presentation-role-conflict,0,8
5,region,0,279
5,tabindex,0,7
6,aria-required-attr,1,11
6,button-name,1,0
6,empty-heading,1,18
6,aria-allowed-attr,0,8
6,aria-allowed-role,0,14
6,aria-conditional-attr,0,8
6,aria-deprecated-role,0,12
6,aria-hidden-body,0,1
6,aria-hidden-focus,0,2
6,aria-prohibited-attr,0,8
6,aria-roles,0,12
6,aria-valid-attr-value,0,8
6,aria-valid-attr,0,8
6,avoid-inline-spacing,0,309
6,bypass,0,1
6,color-contrast,0,6
6,document-title,0,1
6,duplicate-id-aria,0,12
6,form-field-multiple-labels,0,1
6,heading-order,0,19
6,html-has-lang,0,1
6,html-lang-valid,0,1
6,image-alt,0,17
6,image-redundant-alt,0,17
6,label-title-only,0,1
6,label,0,1
6,landmark-banner-is-top-level,0,1
6,landmark-contentinfo-is-top-level,0,1
6,landmark-main-is-top-level,0,1
6,landmark-no-duplicate-banner,0,1
6,landmark-no-duplicate-contentinfo,0,1
6,landmark-no-duplicate-main,0,1
6,landmark-one-main,0,1
6,landmark-unique,0,10
6,link-in-text-block,0,4
6,link-name,0,68
6,list,0,13
6,listitem,0,45
6,meta-viewport-large,0,1
6,meta-viewport,0,1
6,nested-interactive,0,15
6,page-has-heading-one,0,1
6,presentation-role-conflict,0,3
6,region,0,698
6,scrollable-region-focusable,0,1
6,tabindex,0,1
8,aria-allowed-attr,5,21
8,aria-hidden-focus,19,16
8,aria-prohibited-attr,1,23
8,aria-required-children,1,0
8,button-name,1,5
8,color-contrast,15,51
8,frame-title,1,1
8,heading-order,3,17
8,image-alt,2,5
8,landmark-complementary-is-top-level,3,1
8,landmark-unique,1,2
8,link-name,2,59
8,region,15,296
8,aria-allowed-role,0,218
8,aria-command-name,0,6
8,aria-conditional-attr,0,26
8,aria-deprecated-role,0,11
8,aria-hidden-body,0,1
8,aria-required-attr,0,11
8,aria-roles,0,11
8,aria-valid-attr-value,0,26
8,aria-valid-attr,0,26
8,avoid-inline-spacing,0,11
8,bypass,0,1
8,document-title,0,1
8,duplicate-id-aria,0,8
8,empty-heading,0,20
8,frame-tested,0,2
8,frame-title-unique,0,1
8,html-has-lang,0,1
8,html-lang-valid,0,3
8,image-redundant-alt,0,7
8,landmark-banner-is-top-level,0,1
8,landmark-contentinfo-is-top-level,0,1
8,landmark-no-duplicate-banner,0,1
8,landmark-no-duplicate-contentinfo,0,1
8,landmark-one-main,0,3
8,link-in-text-block,0,6
8,list,0,5
8,listitem,0,44
8,meta-viewport-large,0,1
8,meta-viewport,0,1
8,nested-interactive,0,18
8,page-has-heading-one,0,3
8,presentation-role-conflict,0,2
8,scrollable-region-focusable,0,1
8,skip-link,0,1
8,tabindex,0,25
9,role-img-alt,3,0
9,svg-img-alt,5,8
9,aria-allowed-attr,0,33
9,aria-allowed-role,0,23
9,aria-command-name,0,5
9,aria-conditional-attr,0,33
9,aria-deprecated-role,0,22
9,aria-hidden-body,0,1
9,aria-hidden-focus,0,8
9,aria-prohibited-attr,0,33
9,aria-required-attr,0,22
9,aria-roles,0,22
9,aria-valid-attr-value,0,31
9,aria-valid-attr,0,33
9,avoid-inline-spacing,0,26
9,button-name,0,5
9,bypass,0,1
9,color-contrast,0,17
9,document-title,0,1
9,duplicate-id-aria,0,13
9,empty-heading,0,5
9,form-field-multiple-labels,0,1
9,heading-order,0,5
9,html-has-lang,0,1
9,html-lang-valid,0,1
9,image-alt,0,4
9,image-redundant-alt,0,4
9,label-title-only,0,1
9,label,0,1
9,landmark-banner-is-top-level,0,1
9,landmark-contentinfo-is-top-level,0,1
9,landmark-main-is-top-level,0,1
9,landmark-no-duplicate-banner,0,1
9,landmark-no-duplicate-contentinfo,0,1
9,landmark-no-duplicate-main,0,1
9,landmark-one-main,0,1
9,landmark-unique,0,5
9,link-in-text-block,0,1
9,link-name,0,47
9,list,0,4
9,listitem,0,22
9,meta-viewport-large,0,1
9,meta-viewport,0,1
9,nested-interactive,0,29
9,page-has-heading-one,0,1
9,presentation-role-conflict,0,1
9,region,0,318
9,scrollable-region-focusable,0,1
9,tabindex,0,8
16,aria-input-field-name,5,0
16,aria-prohibited-attr,1,30
16,aria-toggle-field-name,1,8
16,color-contrast,4,49
16,frame-title,1,0
16,nested-interactive,5,147
16,region,18,483
16,aria-allowed-attr,0,32
16,aria-allowed-role,0,152
16,aria-conditional-attr,0,32
16,aria-deprecated-role,0,28
16,aria-hidden-body,0,1
16,aria-hidden-focus,0,21
16,aria-required-attr,0,28
16,aria-required-children,0,6
16,aria-required-parent,0,15
16,aria-roles,0,28
16,aria-valid-attr-value,0,23
16,aria-valid-attr,0,32
16,avoid-inline-spacing,0,43
16,button-name,0,2
16,bypass,0,1
16,document-title,0,1
16,duplicate-id-aria,0,16
16,empty-heading,0,22
16,form-field-multiple-labels,0,3
16,frame-tested,0,1
16,heading-order,0,22
16,html-has-lang,0,1
16,html-lang-valid,0,2
16,image-alt,0,6
16,image-redundant-alt,0,6
16,input-button-name,0,2
16,label-title-only,0,3
16,label,0,2
16,landmark-banner-is-top-level,0,1
16,landmark-contentinfo-is-top-level,0,1
16,landmark-no-duplicate-banner,0,1
16,landmark-no-duplicate-contentinfo,0,1
16,landmark-one-main,0,2
16,landmark-unique,0,3
16,link-name,0,38
16,list,0,2
16,listitem,0,7
16,meta-viewport-large,0,1
16,meta-viewport,0,1
16,page-has-heading-one,0,2
16,presentation-role-conflict,0,6
16,scrollable-region-focusable,0,1
16,select-name,0,1
16,skip-link,0,1
16,tabindex,0,25
17,aria-prohibited-attr,1,11
17,frame-title,1,2
17,image-alt,22,2
17,label,1,2
17,link-name,21,30
17,region,13,515
17,skip-link,1,0
17,aria-allowed-attr,0,13
17,aria-allowed-role,0,131
17,aria-conditional-attr,0,13
17,aria-deprecated-role,0,15
17,aria-hidden-body,0,1
17,aria-hidden-focus,0,13
17,aria-required-attr,0,15
17,aria-required-children,0,1
17,aria-required-parent,0,6
17,aria-roles,0,15
17,aria-valid-attr-value,0,13
17,aria-valid-attr,0,13
17,avoid-inline-spacing,0,16
17,button-name,0,2
17,bypass,0,1
